"","Full.Name","College","Draft.Year","Position","Birth.Date","Height..Inches.","Weight","Breakout.Age","Breakout.Year","College.Dominator.Rating","College.YPR","Catch.Radius","Agility.Score","X20.Yard.Shuttle","Height.adjusted.Speed.Score","SPARQ.x","Broad.Jump","X3.Cone.Drill","X40.Yard.Dash","Burst.Score","Vertical.Jump","Hand.Size","Arm.Length","n_40","n_3c","n_20s","n_vj","n_he","n_al","n_bj","cr_score","bs_score","Had.Breakout","Draft.Date","Draft.Age","BMI","Late.Breakout.Date","Pick.Number","SOS.Rank","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","BestFinish","Success"
"246","ed williams","Fort Hays State",2014,"WR",1991-03-14,72,196,22.5,2013,31.3,23,NA,NA,NA,87.9,NA,121,NA,4.58,101.060324855901,35,NA,31.875,0.576470588235294,NA,NA,0.459459459459459,0.466666666666667,0.493150684931507,0.5,NA,0.959459459459459,"Y",2014-04-01,23.0657534246575,26.579475308642,2014-10-08,260,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,0
"247","eddie royal","Virginia Tech",2008,"WR",1986-05-21,70,185,20.3,2006,21.7,15,94.8651252645223,11.41,4.34,95.5,123.3,124,7.07,4.39,105.508374347005,36,8.63,31,0.8,0.437956204379562,0.546218487394958,0.513513513513513,0.333333333333333,0.397260273972603,0.583333333333333,1.66278323787548,1.09684684684685,"Y",2008-04-01,21.8794520547945,26.5418367346939,2008-10-08,42,36,16,91,45,118,102,39,31,93,92,300,300,300,300,300,16,1
"248","eli rogers","Louisville",2015,"WR",1992-12-23,70,180,18.7,2011,15.2,11.7,95.7695575976217,10.81,4.1,75.8,109.9,117,6.71,4.62,96.5879690834249,34.5,9.25,29.875,0.529411764705882,0.700729927007299,0.747899159663866,0.432432432432432,0.333333333333333,0.273972602739726,0.388888888888889,1.70382230702109,0.821321321321321,"Y",2015-04-01,22.2849315068493,25.8244897959184,2015-10-08,260,45,300,63,122,300,300,300,300,300,300,300,300,300,300,300,63,0
"249","emmanuel sanders","SMU",2010,"WR",1987-03-17,71,180,19.5,2006,34.2,13.7,NA,10.74,4.1,92.6,114.2,126,6.64,4.41,113.432222074328,39.5,9.25,NA,0.776470588235294,0.751824817518248,0.747899159663866,0.702702702702703,0.4,NA,0.638888888888889,NA,1.34159159159159,"Y",2010-04-01,23.0575342465753,25.102162269391,2010-10-08,82,92,87,99,66,32,5,18,20,60,300,300,300,300,300,300,5,1
"250","emory blake","Auburn",2013,"WR",1991-07-18,72,196,19.1,2010,41.5,15.8,95.5502421501547,11.26,4.26,81.3,99.1,120,7,4.67,102.786070833324,36.5,9.5,32.75,0.470588235294118,0.489051094890511,0.613445378151261,0.540540540540541,0.466666666666667,0.589041095890411,0.472222222222222,1.6938707589794,1.01276276276276,"Y",2013-04-01,21.7205479452055,26.579475308642,2013-10-08,260,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,0
"251","eric decker","Minnesota",2010,"WR",1987-03-15,75,215,20.5,2007,44.5,15.2,NA,NA,NA,98.7,NA,NA,NA,4.6,NA,NA,9.13,31,0.552941176470589,NA,NA,NA,0.666666666666667,0.397260273972603,NA,NA,NA,"Y",2010-04-01,23.0630136986301,26.8702222222222,2010-10-08,87,26,136,42,9,9,26,13,119,58,300,300,300,300,300,300,9,1
"252","eric page","Toledo",2012,"WR",1991-09-23,70,180,18,2009,35.3,9.5,90.857158020763,10.93,3.98,77.1,103.6,112,6.95,4.6,84.2160718649983,30,9,29,0.552941176470589,0.525547445255474,0.848739495798319,0.189189189189189,0.333333333333333,0.178082191780822,0.25,1.48091972102586,0.439189189189189,"Y",2012-04-01,20.5369863013699,25.8244897959184,2012-10-08,260,81,300,157,300,300,300,300,300,300,300,300,300,300,300,300,157,0
"253","eric rogers","Cal Lutheran",2013,"WR",1991-02-12,75,210,18.6,2009,46.4,14.3,108.344763823589,11.28,4.2,100.7,102.3,121,7.08,4.55,104.560429373491,37,9.375,33.875,0.611764705882353,0.430656934306569,0.663865546218487,0.567567567567568,0.666666666666667,0.712328767123288,0.5,2.27442857455602,1.06756756756757,"Y",2013-04-01,22.1479452054795,26.2453333333333,2013-10-08,260,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,0
"254","eric ward","Texas Tech",2014,"WR",1990-07-24,72,205,21.1,2011,24,11.4,82.8937897803019,11.48,4.44,82.2,87.9,110,7.04,4.71,86.7925376904467,32.5,9.25,31.375,0.423529411764706,0.45985401459854,0.46218487394958,0.324324324324324,0.466666666666667,0.438356164383562,0.194444444444444,1.11957790705922,0.518768768768769,"Y",2014-04-01,23.7041095890411,27.7999614197531,2014-10-08,260,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,0
"255","eric weems","Bethune-Cookman",2007,"WR",1985-07-04,69,195,19.2,2004,43.1,13.3,NA,NA,NA,84.5,NA,NA,NA,4.57,NA,NA,NA,NA,0.588235294117647,NA,NA,NA,0.266666666666667,NA,NA,NA,NA,"Y",2007-04-01,21.7561643835616,28.7933207309389,2007-10-08,260,222,300,170,118,152,135,176,182,122,186,300,196,300,300,300,118,0
"256","evan spencer","Ohio State",2015,"WR",1993-05-26,73,208,20.3,2013,6.7,9.9,96.8464441227005,11.32,4.29,101.4,114.9,124,7.03,4.5,103.75832208821,35,10.125,31.875,0.670588235294117,0.467153284671533,0.588235294117647,0.459459459459459,0.533333333333333,0.493150684931507,0.583333333333333,1.75268657131959,1.04279279279279,"Y",2015-04-01,21.8630136986301,27.4392944267217,2015-10-08,187,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,0
"257","ezell ruffin","San Diego State",2015,"WR",1992-03-17,72,218,21.5,2013,35.5,16.4,75.2738843686114,11.93,4.58,89.6,87.1,110,7.35,4.68,78.0422763964711,27.5,8.75,31.13,0.458823529411765,0.233576642335767,0.34453781512605,0.0540540540540541,0.466666666666667,0.411506849315068,0.194444444444444,0.773820890609223,0.248498498498499,"Y",2015-04-01,23.0547945205479,29.5628858024691,2015-10-08,260,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,0
"258","francis owusu","Stanford",2017,"WR",1994-12-27,74,221,22.7972602739726,NA,11.3,14.1,NA,11.2,4.13,119.5,119.2,127,7.07,4.4,113.4565283557,39,NA,NA,0.788235294117646,0.437956204379562,0.722689075630252,0.675675675675676,0.6,NA,0.666666666666667,NA,1.34234234234234,"N",2017-04-01,22.2767123287671,28.3716216216216,2017-10-08,260,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"259","frankie hammond","Florida",2013,"WR",1990-02-17,73,184,23.6547945205479,NA,19.4,13.5,NA,10.78,4.21,90.5,102.4,121,6.57,4.49,97.560220338311,33,NA,NA,0.68235294117647,0.802919708029197,0.65546218487395,0.351351351351351,0.533333333333333,NA,0.5,NA,0.851351351351351,"N",2013-04-01,23.1342465753425,24.2732219928692,2013-10-08,260,4,300,166,300,300,300,300,300,300,300,300,300,300,300,300,166,0
"260","fred ross","Mississippi State",2017,"WR",1995-05-19,73,213,21.3,2016,41.8,12.7,95.9557586673243,11.27,4.28,103,100.5,113,6.99,4.51,93.8656655697436,35,9.25,31.25,0.658823529411765,0.496350364963503,0.596638655462185,0.459459459459459,0.533333333333333,0.424657534246575,0.277777777777778,1.71227127362131,0.737237237237237,"Y",2017-04-01,21.8849315068493,28.098892850441,2017-10-08,260,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"261","freddie martino","North Greenville",2014,"WR",1991-09-07,72,195,19,2010,51.2,11.5,96.9977423507225,10.95,4.36,90.5,96.3,115,6.59,4.54,93.0392520030903,33.5,NA,30.375,0.623529411764706,0.788321167883212,0.529411764705882,0.378378378378378,0.466666666666667,0.328767123287671,0.333333333333333,1.75955180403427,0.711711711711712,"Y",2014-04-01,22.5808219178082,26.4438657407407,2014-10-08,260,260,193,300,136,154,300,300,300,300,300,300,300,300,300,300,136,0
"262","gabe marks","Washington State",2017,"WR",1994-08-06,71,189,21.1,2015,27.9,10.8,87.4770860353898,11.21,4.2,85,92.2,117,7.01,4.56,87.8377077894493,29.5,8.75,30.38,0.6,0.481751824817518,0.663865546218487,0.162162162162162,0.4,0.329315068493151,0.388888888888889,1.32754726534474,0.551051051051051,"Y",2017-04-01,22.6684931506849,26.3572703828605,2017-10-08,260,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"263","garry brown","California (PA)",2017,"WR",1994-08-13,72,206,20.1,2014,48.7,16.2,NA,11.15,4.34,88.4,112,126,6.81,4.63,109.05709142734,37,NA,NA,0.51764705882353,0.627737226277372,0.546218487394958,0.567567567567568,0.466666666666667,NA,0.638888888888889,NA,1.20645645645646,"Y",2017-04-01,22.6493150684932,27.9355709876543,2017-10-08,260,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"264","gavin lutman","Pittsburg State",2015,"WR",1991-03-21,76,201,22.5,2013,34.1,17.1,110.662294444163,10.85,4.2,97.6,100.3,126,6.65,4.55,108.182065297942,36.5,NA,31.25,0.611764705882353,0.744525547445255,0.663865546218487,0.540540540540541,0.733333333333333,0.424657534246575,0.638888888888889,2.37958768475597,1.17942942942943,"Y",2015-04-01,24.0465753424658,24.4638157894737,2015-10-08,260,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,0
"265","gehrig dieter","Alabama",2017,"WR",1993-02-24,74,208,22.5,2015,15.9,12.6,NA,11.53,4.33,93.4,98.2,119,7.2,4.61,94.8865293873741,32.5,NA,NA,0.541176470588235,0.343065693430657,0.554621848739496,0.324324324324324,0.6,NA,0.444444444444444,NA,0.768768768768769,"Y",2017-04-01,24.1150684931507,26.7027027027027,2017-10-08,260,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"266","geraldo boldewijn","Boise State",2014,"WR",1991-02-14,75,215,23.6630136986301,NA,11.5,13.5,107.438941250538,11.07,4.19,97.8,110.1,127,6.88,4.61,104.706267061724,34,9.5,34.125,0.541176470588235,0.576642335766423,0.672268907563025,0.405405405405405,0.666666666666667,0.73972602739726,0.666666666666667,2.23332642257778,1.07207207207207,"N",2014-04-01,23.1424657534247,26.8702222222222,2014-10-08,260,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,0
"267","geremy davis","Connecticut",2015,"WR",1992-01-10,74,216,20.7,2012,28.1,11.8,106.025021590872,11.04,4.18,104.9,125.9,124,6.86,4.52,106.383400476403,36.5,9.5,32.25,0.647058823529412,0.591240875912408,0.680672268907563,0.540540540540541,0.6,0.534246575342466,0.583333333333333,2.16916911134972,1.12387387387387,"Y",2015-04-01,23.2383561643836,27.7297297297297,2015-10-08,186,99,182,200,300,300,300,300,300,300,300,300,300,300,300,300,182,0
"268","geronimo allison","Illinois",2016,"WR",1994-01-18,75,196,20.6,2014,24.5,13.6,92.3381361686994,11.68,4.28,84.7,96.8,127,7.4,4.67,102.956214802929,33,9.5,32.88,0.470588235294118,0.197080291970803,0.596638655462185,0.351351351351351,0.666666666666667,0.603287671232877,0.666666666666667,1.54811984467471,1.01801801801802,"Y",2016-04-01,22.2164383561644,24.4956444444444,2016-10-08,260,44,115,111,300,300,300,300,300,300,300,300,300,300,300,300,111,NA
"269","gerrard sheppard","Towson",2013,"WR",1990-11-16,74,211,22.9095890410959,NA,14.5,10.3,NA,11.63,4.41,111.1,107.4,121,7.22,4.43,101.935350985299,35.5,NA,NA,0.752941176470588,0.328467153284672,0.487394957983193,0.486486486486487,0.6,NA,0.5,NA,0.986486486486487,"N",2013-04-01,22.3890410958904,27.0878378378378,2013-10-08,260,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,0
"270","golden tate","Notre Dame",2010,"WR",1988-08-02,70,202,20.1,2008,44.3,16.1,90.9205603880397,11.46,4.34,101.5,111,120,7.12,4.42,100.160992445132,35,9.25,30.5,0.764705882352941,0.401459854014598,0.546218487394958,0.459459459459459,0.333333333333333,0.342465753424658,0.472222222222222,1.48379663512926,0.931681681681682,"Y",2010-04-01,21.6767123287671,28.9808163265306,2010-10-08,60,37,115,80,41,30,12,24,17,12,300,300,300,300,300,300,12,1
"271","greg hardin","North Dakota",2014,"WR",1990-09-04,70,171,20,2010,38,17.2,91.778321375193,11.23,4.41,80.7,91.9,116,6.82,4.49,93.9385844138601,33.5,8.25,31.25,0.68235294117647,0.620437956204379,0.487394957983193,0.378378378378378,0.333333333333333,0.424657534246575,0.361111111111111,1.52271796862643,0.739489489489489,"Y",2014-04-01,23.5890410958904,24.5332653061225,2014-10-08,260,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,0
"272","greg jenkins","Alabama State",2013,"WR",1989-08-23,73,208,24.1424657534247,NA,NA,NA,85.5708325028499,11.41,4.25,80.4,92.2,113,7.16,4.77,85.115404275768,30,9.5,32.125,0.352941176470589,0.372262773722628,0.621848739495798,0.189189189189189,0.533333333333333,0.520547945205479,0.277777777777778,1.24105005856877,0.466966966966967,"N",2013-04-01,23.6219178082192,27.4392944267217,2013-10-08,260,239,187,300,300,300,300,300,300,300,300,300,300,300,300,300,187,0
"273","greg jennings","Western Michigan",2006,"WR",1983-09-21,71,198,22,2005,46.5,12.8,106.038582432792,10.87,4.18,100.9,112.5,117,6.69,4.42,100.088073601015,36.5,9.13,31,0.764705882352941,0.715328467153284,0.680672268907563,0.540540540540541,0.4,0.397260273972603,0.388888888888889,2.16978444132947,0.929429429429429,"Y",2006-04-01,22.5424657534247,27.6123784963301,2006-10-08,52,109,53,18,7,21,5,18,75,34,42,114,300,300,300,300,5,1
"274","greg little","North Carolina",2011,"WR",1989-05-30,74,220,20.3,2009,10.9,11.7,115.160714284586,11.01,4.21,105.9,137.9,129,6.8,4.53,117.880271565432,40.5,9.13,33.25,0.635294117647058,0.635036496350365,0.65546218487395,0.756756756756757,0.6,0.643835616438356,0.722222222222222,2.5837057333052,1.47897897897898,"Y",2011-04-01,21.8520547945205,28.2432432432432,2011-10-08,59,29,47,52,72,155,300,300,300,300,300,300,300,300,300,300,47,0
"275","greg salas","Hawaii",2011,"WR",1988-08-25,73,210,21,2009,34,15.9,109.726930101329,10.75,4.1,97.1,113.5,120,6.65,4.56,103.661096962722,37,9.25,32,0.6,0.744525547445255,0.747899159663866,0.567567567567568,0.533333333333333,0.506849315068493,0.472222222222222,2.33714506020898,1.03978978978979,"Y",2011-04-01,22.613698630137,27.7031337962094,2011-10-08,112,87,104,300,133,120,173,148,300,300,300,300,300,300,300,300,104,0
"276","greg ward","Houston",2017,"WR",1995-07-12,71,186,22.2575342465753,NA,5.1,9.3,89.3873362803435,11.21,4.31,78.1,89.7,115,6.9,4.64,94.7893042618854,34.5,9.875,31.125,0.505882352941177,0.562043795620438,0.571428571428572,0.432432432432432,0.4,0.410958904109589,0.333333333333333,1.41422582494401,0.765765765765766,"N",2017-04-01,21.7369863013699,25.938901011704,2017-10-08,260,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"277","griff whalen","Stanford",2012,"WR",1990-03-01,73,185,22.6219178082192,NA,15.6,13.4,NA,10.95,4.06,82.6,109,110,6.89,4.6,93.7927467256271,36.5,NA,NA,0.552941176470589,0.569343065693431,0.781512605042017,0.540540540540541,0.533333333333333,NA,0.194444444444444,NA,0.734984984984985,"N",2012-04-01,22.1013698630137,24.4051416776131,2012-10-08,260,36,300,102,173,115,179,177,300,300,300,300,300,300,300,300,102,0
"278","hakeem nicks","North Carolina",2009,"WR",1988-01-14,73,208,18.6,2006,52.2,18,96.9346087108425,11.39,4.43,90.5,99.1,NA,6.96,4.63,NA,36,10.5,33.5,0.51764705882353,0.518248175182482,0.470588235294118,0.513513513513513,0.533333333333333,0.671232876712329,NA,1.7566870835708,NA,"Y",2009-04-01,21.227397260274,27.4392944267217,2009-10-08,29,21,33,8,12,53,46,74,165,300,300,300,300,300,300,300,8,1
"279","hank baskett","New Mexico",2006,"WR",1982-09-04,74.88,224,22.1,2004,57,16,108.864674193809,10.96,4.17,111.219598,NA,119,6.79,4.52,99.2616600343618,35,9.13,32.75,0.647058823529412,0.642335766423358,0.689075630252101,0.459459459459459,0.658666666666666,0.589041095890411,0.444444444444444,2.29801976745361,0.903903903903904,"Y",2006-04-01,23.5890410958904,28.0848217546936,2006-10-08,260,79,79,111,69,146,171,300,300,300,300,300,300,300,300,300,69,0
"280","harry douglas","Louisville",2008,"WR",1984-09-16,71,182,22,2006,30.1,16.3,102.325008059211,10.69,4.12,85.6,97.8,120,6.57,4.51,93.1607834099511,31,7.75,31.125,0.658823529411765,0.802919708029197,0.73109243697479,0.243243243243243,0.4,0.410958904109589,0.472222222222222,2.00127914810045,0.715465465465466,"Y",2008-04-01,23.5561643835616,25.3810751834953,2008-10-08,84,51,84,300,100,75,77,22,63,83,127,193,300,300,300,300,22,1
"281","hunter sharp","Utah State",2016,"WR",1994-04-25,71,198,20.4,2014,43.8,11.8,89.6921538044396,11.31,4.19,87.5,98.1,116,7.12,4.58,92.1885321550649,32.5,9.38,31.63,0.576470588235294,0.401459854014598,0.672268907563025,0.324324324324324,0.4,0.466301369863014,0.361111111111111,1.4280570724463,0.685435435435436,"Y",2016-04-01,21.9506849315068,27.6123784963301,2016-10-08,260,73,300,149,300,300,300,300,300,300,300,300,300,300,300,300,149,NA
"282","isaac whitney","USC",2017,"WR",1994-06-22,74,204,23.3123287671233,NA,2.6,12.3,NA,11.49,4.45,111.4,103.3,126,7.04,4.39,107.307039168545,36,NA,NA,0.8,0.45985401459854,0.453781512605042,0.513513513513513,0.6,NA,0.638888888888889,NA,1.1524024024024,"N",2017-04-01,22.7917808219178,26.1891891891892,2017-10-08,260,17,203,300,300,300,300,300,300,300,300,300,300,300,300,300,203,NA
"283","isaiah burse","Fresno State",2014,"WR",1991-12-08,70,188,22.8493150684932,NA,17,10.3,98.7976747567801,10.68,3.94,81.9,110,115,6.74,4.58,88.6641213561026,31,8.375,30.25,0.576470588235294,0.678832116788321,0.882352941176471,0.243243243243243,0.333333333333333,0.315068493150685,0.333333333333333,1.84122463655727,0.576576576576577,"N",2014-04-01,22.3287671232877,26.9722448979592,2014-10-08,260,100,192,300,203,300,300,300,300,300,300,300,300,300,300,300,192,0
"284","isaiah ford","Virginia Tech",2017,"WR",1996-02-09,73,194,18.6,2014,35.5,14.7,96.3005321285255,11.28,4.34,85.9,97.8,127,6.94,4.61,107.331345449917,35.5,9.25,32.63,0.541176470588235,0.532846715328467,0.546218487394958,0.486486486486487,0.533333333333333,0.575890410958904,0.666666666666667,1.72791554173954,1.15315315315315,"Y",2017-04-01,21.1561643835616,25.5924188403077,2017-10-08,237,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"285","isaiah mckenzie","Georgia",2017,"WR",1995-04-09,67,173,21.4,2016,34.5,14.4,101.344352249618,10.79,4.15,83.2,105.4,123,6.64,4.42,104.609041936236,36,8.875,28.875,0.764705882352941,0.751824817518248,0.705882352941176,0.513513513513513,0.133333333333333,0.164383561643836,0.555555555555556,1.95678140061279,1.06906906906907,"Y",2017-04-01,21.9945205479452,27.0926709734908,2017-10-08,172,48,173,300,300,300,300,300,300,300,300,300,300,300,300,300,173,NA
"286","ishmael adams","UCLA",2017,"WR",1994-01-21,68,186,23.7287671232877,NA,2.7,8.9,NA,11.28,4.25,80.9,93.3,111,7.03,4.55,78.0665826778433,27,NA,NA,0.611764705882353,0.467153284671533,0.621848739495798,0.027027027027027,0.2,NA,0.222222222222222,NA,0.249249249249249,"N",2017-04-01,23.2082191780822,28.2781141868512,2017-10-08,260,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"287","ishmael zamora","Baylor",2017,"WR",1995-11-26,76,224,20.8,2016,30.2,12.8,NA,11.21,4.11,106,NA,125,7.1,4.58,109.032785145968,37.5,NA,NA,0.576470588235294,0.416058394160584,0.739495798319327,0.594594594594595,0.733333333333333,NA,0.611111111111111,NA,1.20570570570571,"Y",2017-04-01,21.3616438356164,27.2631578947368,2017-10-08,260,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"288","issac blakeney","Duke",2015,"WR",1992-11-18,78,225,21.8,2014,25.1,11.9,111.869084832593,11.15,4.26,101.1,108.3,129,6.89,4.67,110.880062530252,36.5,10.875,33.625,0.470588235294118,0.569343065693431,0.613445378151261,0.540540540540541,0.866666666666667,0.684931506849315,0.722222222222222,2.43434640177941,1.26276276276276,"Y",2015-04-01,22.3808219178082,25.9985207100592,2015-10-08,260,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,0
"289","j.j. nelson","UAB",2015,"WR",1992-04-24,70,156,21.4,2013,24.2,18.7,105.181101420028,11.17,4.15,89.2,112.6,127,7.02,4.28,108.206371579315,36,8.25,31.125,0.929411764705882,0.474452554744526,0.705882352941176,0.513513513513513,0.333333333333333,0.410958904109589,0.666666666666667,2.13087581181014,1.18018018018018,"Y",2015-04-01,22.9506849315068,22.3812244897959,2015-10-08,159,92,106,56,69,300,300,300,300,300,300,300,300,300,300,300,56,0
"290","ja-mes logan","Mississippi",2014,"WR",1989-10-01,74,192,25.0356164383562,NA,14.7,13.3,100.374298596709,10.76,4,77.1,100.5,115,6.76,4.74,90.4141736148977,32,8.625,31.25,0.388235294117647,0.664233576642336,0.831932773109244,0.297297297297297,0.6,0.424657534246575,0.333333333333333,1.91276473128358,0.630630630630631,"N",2014-04-01,24.5150684931507,24.6486486486486,2014-10-08,260,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,0
"291","jace davis","Northern Colorado",2014,"WR",1991-08-22,73,206,19,2010,35.6,17,NA,11.16,4.28,100.5,111.5,118,6.88,4.5,98.3623276235921,35,NA,NA,0.670588235294117,0.576642335766423,0.596638655462185,0.459459459459459,0.533333333333333,NA,0.416666666666667,NA,0.876126126126126,"Y",2014-04-01,22.6246575342466,27.175455057234,2014-10-08,260,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,0
"292","jacoby ford","Clemson",2010,"WR",1987-07-27,69,185,21.1,2008,27.5,13.9,94.5427689744049,11.44,4.44,104.2,107.9,115,7,4.28,93.0392520030903,33.5,9.25,30.5,0.929411764705882,0.489051094890511,0.46218487394958,0.378378378378378,0.266666666666667,0.342465753424658,0.333333333333333,1.64815616009918,0.711711711711712,"Y",2010-04-01,22.6958904109589,27.3167401806343,2010-10-08,108,24,67,101,300,129,300,300,300,300,300,300,300,300,300,300,67,0
"293","jacoby jones","Lane College",2007,"WR",1984-07-11,75,220,23.2575342465753,NA,NA,NA,106.063125311034,11.34,4.31,110.2,109.2,129,7.03,4.5,106.504931883264,34,7.5,34.25,0.670588235294117,0.467153284671533,0.571428571428572,0.405405405405405,0.666666666666667,0.753424657534247,0.722222222222222,2.17089808669614,1.12762762762763,"N",2007-04-01,22.7369863013699,27.4951111111111,2007-10-08,73,260,118,147,67,56,73,83,77,131,300,300,300,300,300,300,56,0
"294","jaelen strong","Arizona State",2015,"WR",1994-01-25,74,217,19.6,2013,31.1,14.2,112.000182113628,11.52,4.19,113.2,125.5,123,7.33,4.44,115.109355489006,42,9,32.5,0.741176470588235,0.248175182481752,0.672268907563025,0.837837837837838,0.6,0.561643835616438,0.555555555555556,2.44029500642819,1.39339339339339,"Y",2015-04-01,21.1945205479452,27.8581081081081,2015-10-08,70,42,112,138,163,300,300,300,300,300,300,300,300,300,300,300,112,0
"295","jake kumerow","UW-Whitewater",2015,"WR",1992-02-02,77,208,21.6,2013,40.7,17.1,101.567165709208,11.16,4.26,99.7,99.7,113,6.9,4.58,86.8654565345632,31,9.5,31.875,0.576470588235294,0.562043795620438,0.613445378151261,0.243243243243243,0.8,0.493150684931507,0.277777777777778,1.96689167270282,0.521021021021021,"Y",2015-04-01,23.1753424657534,24.662506324844,2015-10-08,260,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,0
"296","jake lampman","Ferris State",2015,"WR",1993-06-11,71,200,19.2,2012,25.7,16.1,NA,11.11,4.35,93.2,129.1,122,6.76,4.52,108.959866301851,39,NA,NA,0.647058823529412,0.664233576642336,0.53781512605042,0.675675675675676,0.4,NA,0.527777777777778,NA,1.20345345345345,"Y",2015-04-01,21.8191780821918,27.8912914104344,2015-10-08,260,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,0
